ORDER_NO,BACKLOG,ORDER_STATUS,ORDER_TYPE_CODE,NOM_ST_NO,ORDER_WIDTH,ORDER_WT,INNER_DELIVY_DATE,DELIVY_WEEK_FLAG,MAT_GROUP,SLAB_MAX_NOM_WIDTH,SLAB_MIN_NOM_WIDTH,SLAB_MAX_NOM_LEN,SLAB_MIN_NOM_LEN,SLAB_MAX_NOM_WT,SLAB_MIN_NOM_WT,NOM_ROLL_THICK,NOM_ROLL_WIDTH,UNPR_WEIGHT_1,UNPR_WEIGHT_4,UNIT_WT_MAX,UNIT_WT_MIN,MATERIAL_WEIGHT_1,MATERIAL_WEIGHT_3,MATERIAL_WEIGHT_4,ST_NO_1,ST_NO_2,ST_NO_3,ST_NO_4,ST_NO_5,ST_NO_6,ST_NO_7,ST_NO_8,ST_NO_9,ST_NO_10
L9FC000772,B00100110H0000000,41,QZP,DQ0159D1,1249,30,20190228,C,160,1554,1284,10.8,8,29.532,21.099,5.72,1284,0,0,15,10,0,,0, , , , , , , , , , 
L9FC000773,B00100110H0000000,41,QZP,DQ0159D1,1249,50,20190228,C,160,1553,1283,10.8,8,29.509,21.099,5.72,1283,0,0,15,10,0,,0, , , , , , , , , , 
L9FC000774,10011005011000030,41,QZA,JU6310E6,1545,27,20190228,C,580,1705,1555,12,8,35.087,24.414,3.53,1555,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000775,B00300050C0000000,41,QZP,DQ0159D1,1250,50,20190228,C,550,1553,1273,10.8,8,29.279,21.12,5.53,1273,0,0,17,10,0,,0, , , , , , , , , , 
L9FC000776,B00300050C0000000,41,QZP,DQ0159D1,1250,130,20190228,C,550,1553,1273,10.8,8,29.279,21.12,5.53,1273,,,17,10,,,, , , , , , , , , , 
L9FC000777,B00100110H0000000,41,QZP,DQ0159D1,1250,60,20190228,C,160,1554,1284,10.8,8,29.532,21.099,5.72,1284,0,0,17,10,0,,0, , , , , , , , , , 
L9FC000778,B00100110H0000000,41,QZP,DQ0159D1,1250,30,20190228,C,160,1555,1285,10.8,8,29.555,21.099,5.72,1285,0,0,17,10,0,,0, , , , , , , , , , 
L9FC000787,100100050C0000000,41,QZP,DP0161D1,1250,700,20190228,C,550,1545,1275,12,8,29.325,21.017,5.02,1275,0,0,17,10,0,,0,DP0162D1, , , , , , , , , 
L9FC000796,100100050C0000000,41,QZP,EU6810A6,1024,200,20190228,C,550,1262,1042,12,8,23.966,16.813,3.525,1042,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000797,100100050C0000000,41,QZP,EU6810A6,1144,200,20190228,C,550,1381,1161,12,8,26.703,18.228,3.025,1161,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000798,20036C170D0000000,41,QZA,JX9210A6,1200,100,20190228,Y,KL0,1368,1218,9,8,22.229,17.593,3.033,1218,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000799,20036C170D0000000,41,QZA,JX9210A6,1250,35,20190228,Y,KL0,1418,1268,9,8,23.042,18.315,3.033,1268,7.481,7.32,13,8,0,,0, , , , , , , , , , 
L9FC000800,20036C170D0000000,41,QZA,JX9210A6,1199,35,20190228,Y,KL0,1367,1217,9,8,22.213,17.578,2.833,1217,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000801,20036C170D0000000,41,QZA,JX9210A6,999,30,20190228,Y,KL0,1166,1016,11,8,23.157,17.199,2.533,1016,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000802,20036C170D0000000,41,QZA,JX9210A6,1004,100,20190228,Y,KL0,1172,1022,11,8,23.277,17.199,2.533,1022,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000816,B0020003040000000,41,QZP,DQ0159D1,1115,30,20190228,C,330,1389,1139,10.8,8,26.197,21.515,4.02,1139,,,15,10,,,, , , , , , , , , , 
L9FC000818,B00100050C0000000,41,QZP,AN2222Z1,1183,30,20190228,C,550,1481,1211,10.8,8,27.853,21.017,5.52,1211,0,0,15,10,0,,0,DT0159D1, , , , , , , , , 
L9FC000818,B00300050C0000000,41,QZP,AN2222Z1,1183,30,20190228,C,550,1491,1211,10.8,8,27.853,21.12,5.53,1211,0,0,15,10,0,,0,DT0159D1, , , , , , , , , 
L9FC000820,B00100110H0000000,41,QZP,DQ0159D1,1295,28,20190228,C,160,1601,1331,10.8,8,30.613,21.099,5.52,1331,0,0,15,10,0,,0, , , , , , , , , , 
L9FC000822,20020003040000000,41,QZP,DT0144D1,1000,100,20190228,C,330,1258,1018,11,8,23.414,17.212,4.52,1018,0,0,13,8,0,,0,DT0140D1,DT0141D1,DT0145D1,DT0143D1, , , , , , 
L9FC000823,20020003040000000,41,QZP,DT0144D1,1000,100,20190228,C,330,1258,1018,11,8,23.414,17.212,3.52,1018,0,0,13,8,0,,0,DT0140D1,DT0141D1,DT0145D1,DT0143D1, , , , , , 
L9FC000824,B0020003040000000,41,QZP,DQ0159D1,1020,20,20190228,C,330,1277,1037,10.8,8,23.851,17.212,4.52,1037,0,0,13,8,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000825,B0020003040000000,41,QZP,DQ0159D1,1050,20,20190228,C,330,1317,1067,10.8,8,24.541,17.212,4.52,1067,0,0,13,8,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000829,B0020003040000000,41,QZP,DQ0159D1,1130,20,20190228,C,330,1399,1149,10.8,8,26.427,17.212,4.02,1149,0,0,13,8,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000835,20020003040000000,41,QZP,DT0144D1,1105,20,20190228,C,330,1374,1124,11,8,25.852,17.212,4.52,1124,0,0,13,8,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000839,20020003040000000,41,QZP,DT0144D1,1090,90,20190228,C,330,1357,1107,11,8,25.461,17.212,4.52,1107,0,0,13,8,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000839,20020003040000030,41,QZP,DT0144D1,1090,90,20190228,C,330,1357,1107,11,8,25.461,17.711,4.52,1107,0,0,13,8,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000845,B00100110H0000000,41,QZP,DQ0159D1,1300,20,20190228,C,160,1593,1323,10.8,8,30.429,19.109,5.72,1323,0,0,13,8,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000846,B00100110H0000000,41,QZP,DQ0159D1,1322,30,20190228,C,160,1615,1345,10.8,8,30.935,19.427,5.72,1345,0,0,13,8,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000856,B00100110H0000000,41,QZP,DQ0159D1,1349,20,20190228,C,160,1638,1368,10.8,8,31.464,19.759,3.02,1368,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000859,B0020003040000000,41,QZP,DQ0159D1,1070,20,20190228,C,330,1338,1088,10.8,8,25.024,17.212,3.82,1088,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000860,100100110H0000000,43,QZP,DP0161D1,1469,150,20190228,C,160,1642,1492,12,8,34.316,23.424,3.22,1492,0,0,13,8,0,,0,DP0162D1, , , , , , , , , 
L9FC000860,B00100110H0000000,43,QZP,DQ0159D1,1469,150,20190228,C,160,1640,1490,10.8,8,31.979,21.522,3.22,1490,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000865,100100110H0000000,43,QZP,DP0161D1,1499,30,20190228,C,160,1672,1522,12,8,35.006,23.895,3.82,1522,0,0,13,8,0,,0,DP0162D1, , , , , , , , , 
L9FC000865,B00100110H0000000,43,QZP,DQ0159D1,1499,30,20190228,C,160,1670,1520,10.8,8,32.564,21.955,3.82,1520,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000866,100100110H0000000,43,QZP,DP0161D1,1499,100,20190228,C,160,1672,1522,12,8,35.006,23.895,4.02,1522,0,0,13,8,0,,0,DP0162D1, , , , , , , , , 
L9FC000866,B00100110H0000000,43,QZP,DQ0159D1,1499,100,20190228,C,160,1670,1520,10.8,8,32.564,21.955,4.02,1520,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000867,100100110H0000000,43,QZP,DP0161D1,1499,60,20190228,C,160,1672,1522,12,8,35.006,23.895,4.52,1522,0,0,13,8,0,,0,DP0162D1, , , , , , , , , 
L9FC000867,B00100110H0000000,43,QZP,DQ0159D1,1499,60,20190228,C,160,1670,1520,10.8,8,32.564,21.955,4.52,1520,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000870,20020003040000000,41,QZP,DT0144D1,970,30,20190228,C,330,1227,987,11,8,22.701,17.212,4.52,987,0,0,13,8,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000891,B00100110H0000000,41,QZP,DQ0159D1,1300,30,20190228,C,160,1605,1335,10.8,8,30.705,21.099,5.52,1335,0,0,15,10,0,,0, , , , , , , , , , 
L9FC000892,B00300050C0000000,41,QZP,DQ0159D1,1250,180,20190228,C,550,1553,1273,10.8,8,29.279,21.12,5.53,1273,,,15,10,,,, , , , , , , , , , 
L9FC000893,B00100110H0000000,41,QZP,DQ0159D1,1260,20,20190228,C,160,1565,1295,10.8,8,29.785,21.099,5.52,1295,,,15,10,,,, , , , , , , , , , 
L9FC000894,B00100110H0000000,41,QZP,DQ0159D1,1230,20,20190228,C,160,1534,1264,10.8,8,29.072,21.099,5.72,1264,,,15,10,,,, , , , , , , , , , 
L9FC000895,B00100110H0000000,41,QZP,DQ0159D1,1250,170,20190228,C,160,1554,1284,10.8,8,29.532,21.099,5.72,1284,,,15,10,,,, , , , , , , , , , 
L9FC000899,B0020003040000000,41,QZP,DQ0159D1,1002,30,20190228,C,330,1260,1020,10.8,8,23.46,17.212,4.02,1020,0,0,13,8,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000900,B0020003040000000,41,QZP,DQ0159D1,1002,30,20190228,C,330,1259,1019,10.8,8,23.437,17.212,4.52,1019,0,0,13,8,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000902,B0020003040000000,41,QZP,DQ0159D1,1100,24,20190228,C,330,1370,1120,10.8,8,25.76,17.212,2.82,1120,0,0,13,8,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000908,B00360050D000000D,41,QZA,DV8210A9,1090,10,20190228,C,5L0,1254,1104,10.8,8,24.452,18.059,2.533,1104,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000914,2002000304000000D,41,QZP,AT3482D1,1084,25,20190228,C,330,1351,1101,11,8,25.323,18.072,3.02,1101,,,13,8,,,, , , , , , , , , , 
L9FC000926,B00300050C0000000,41,QZP,AN2222Z1,1120,35,20190228,C,550,1428,1148,10.8,8,26.404,21.12,5.53,1148,0,0,15,10,0,,0,DT0159D1, , , , , , , , , 
L9FC001054,20036C170D0000000,43,QZA,JX9210A6,1004,260,20190331,C,KL0,,,,,,,,,64.938,63.541,13,8,0,,0,,,,,,,,,,
L9FC001169,20036C170D0000000,41,QZA,JX9210A6,1131,120,20190331,C,KL0,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001193,20036C170D0000000,41,QZA,JX9210A6,1200,200,20190331,C,KL0,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001194,20036C170D0000000,41,QZA,JX9210A6,1250,120,20190331,C,KL0,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001196,20036C170D0000000,41,QZA,JX9210A6,999,60,20190331,C,KL0,,,,,,,,,7.163,7.009,13,8,0,,0,,,,,,,,,,
L9FC001226,200300050C000000B,41,QZA,IR8318A6,1337,40,20190331,C,550,,,,,,,,,44.35,43.396,17,8,0,,0,,,,,,,,,,
L9FC001226,200300050C000000D,41,QZA,IT9120E1,1337,40,20190331,C,550,,,,,,,,,24.092,23.574,17,8,0,,0,,,,,,,,,,
L9FC001380,10010011040000000,41,QZP,DU3542D9,1050,25,20190331,Y,130,,,,,,,,,2.128,2.093,11,6,0,,0,,,,,,,,,,
L9FC001430,100100110H0000000,42,QZA,DU3542D1,1370,34,20190430,Y,160,,,,,,,,,35.867,35.268,15,8,0,,0,,,,,,,,,,
L9FC001461,B00360050D0000000,41,QZA,DV8210X6,1000,25,20190430,C,5L0,,,,,,,,,2.978,2.914,13,8,0,,0,,,,,,,,,,
L9FC001463,B00360050D0000000,41,QZA,DV8210X6,1250,100,20190430,C,5L0,,,,,,,,,37.11,36.312,13,8,0,,0,,,,,,,,,,
L9FC001464,B00360050D0000000,41,QZA,DV8210X6,1250,50,20190430,C,5L0,,,,,,,,,2.989,2.925,13,8,0,,0,,,,,,,,,,
L9FC001492,100100110H0000000,43,QZA,GR4250E1,1115,70,20190430,C,160,,,,,,,,,0,0,17,8,0,,0,,,,,,,,,,
L9FC001492,200300050C0000000,43,QZA,GR4250E1,1115,70,20190430,C,550,,,,,,,,,0,7.728,17,8,0,,24.44,,,,,,,,,,
L9FC001495,100100050C0000000,43,QZA,IR6253E1,1130,25,20190430,C,550,,,,,,,,,0,5.631,15,10,0,,24.23,,,,,,,,,,
L9FC001495,100300050C0000000,43,QZA,IR6253E1,1130,25,20190430,C,550,,,,,,,,,0,0,15,10,0,,0,,,,,,,,,,
L9FC001495,200300050C0000000,43,QZA,IR6253E1,1130,25,20190430,C,550,,,,,,,,,0,0,15,10,0,,0,,,,,,,,,,
L9FC001498,100100170H0000000,41,QZA,IR6253E1,1200,23,20190430,C,K60,,,,,,,,,2.133,2.098,10,6,0,,0,,,,,,,,,,
L9FC001506,200300050D0000000,42,QZA,IR8313E6,1018,153,20190430,C,5L0,,,,,,,,,10.091,9.874,13,8,0,,0,,,,,,,,,,
L9FC001511,100100170H0000000,41,QZA,IR6253E1,1170,25,20190430,C,K60,,,,,,,,,4.04,3.973,17,8,0,,0,,,,,,,,,,
L9FC001511,B00100170H0000000,41,QZA,IR6251E1,1170,25,20190430,C,K60,,,,,,,,,0,0,17,8,0,,0,,,,,,,,,,
L9FC001545,B0010005040000008,43,QZA,DT3851D1,955,22,20190430,C,530,,,,,,,,,0,5.641,4.5,3,0,,18.37,,,,,,,,,,
L9FC001545,B0010005040000020,43,QZA,DT3851D1,955,22,20190430,C,530,,,,,,,,,0,0,4.5,3,0,,0,,,,,,,,,,
L9FC001545,B0030005040000020,43,QZA,DT3851D1,955,22,20190430,C,530,,,,,,,,,0,0,4.5,3,0,,0,,,,,,,,,,
L9FC001552,100100110400000A0,41,QZA,DT0138D1,1102,25,20190430,C,130,,,,,,,,,2.302,2.264,13,8,0,,0,,,,,,,,,,
L9FC001553,10010017011000030,43,QZA,JU6310E6,1400,250,20190430,C,K80,,,,,,,,,0,209.444,13,8,0,,214.681,,,,,,,,,,
L9FC001555,200300050C0000000,41,QZA,AT5441E1,1033,25,20190430,C,550,,,,,,,,,4.181,4.091,13,8,0,,0,,,,,,,,,,
L9FC001578,20020002040000000,41,QZA,DT0144D1,1194,20,20190430,C,230,,,,,,,,,1.496,1.474,15,8,0,,0,,,,,,,,,,
L9FC001592,20020003040000000,41,QZA,GR4250E1,1180,25,20190430,C,330,,,,,,,,,2.174,2.142,15,8,0,,0,,,,,,,,,,
L9FC001595,10010011011000030,43,QZA,AP1056E1,1250,80,20190430,C,180,,,,,,,,,0,6.675,15,10,0,,24.43,,,,,,,,,,
L9FC001595,B0010011011000030,43,QZA,AN2233Z2,1250,80,20190430,C,180,,,,,,,,,0,0,15,10,0,,0,,,,,,,,,,
L9FC001595,B0030011011000030,43,QZA,AN2233Z2,1250,80,20190430,C,180,,,,,,,,,0,0,15,10,0,,0,,,,,,,,,,
L9FC001621,10010011011000030,41,QZA,AP1056E1,1250,100,20190430,Y,180,,,,,,,,,0,0,15,10,0,,0,,,,,,,,,,
L9FC001621,B0010011011000030,41,QZA,AN2233Z2,1250,100,20190430,Y,180,,,,,,,,,0,0,15,10,0,,0,,,,,,,,,,
L9FC001621,B0030011011000030,41,QZA,AN2222Z1,1250,100,20190430,Y,180,,,,,,,,,0,8.623,15,10,0,,29.19,,,,,,,,,,
L9FC001657,B0010003040000000,43,QZP,DQ0159D1,1027,50,20190430,Y,330,,,,,,,,,0,32.372,15,8,0,,41.54,,,,,,,,,,
L9FC001657,B0020003040000000,43,QZP,DQ0159D1,1027,50,20190430,Y,330,,,,,,,,,0,0,15,8,0,,0,,,,,,,,,,
L9FC001657,B0030003040000000,43,QZP,DQ0159D1,1027,50,20190430,Y,330,,,,,,,,,0,0,15,8,0,,0,,,,,,,,,,
L9FC001658,B0010011011000030,43,QZP,DN0145D1,1465,90,20190430,Y,180,,,,,,,,,0,0,15,8,0,,0,,,,,,,,,,
L9FC001658,B00100110H0000000,43,QZP,DQ0159D1,1465,90,20190430,Y,160,,,,,,,,,0,3.97,15,8,0,,35.09,,,,,,,,,,
L9FC001660,B0010003040000000,43,QZP,DQ0159D1,1175,60,20190430,Y,330,,,,,,,,,0,0,15,8,0,,0,,,,,,,,,,
L9FC001660,B0020003040000000,43,QZP,DQ0159D1,1175,60,20190430,Y,330,,,,,,,,,0,0,15,8,0,,0,,,,,,,,,,
L9FC001660,B0030003040000000,43,QZP,DT0159D1,1175,60,20190430,Y,330,,,,,,,,,0,24.324,15,8,0,,24.86,,,,,,,,,,
L9FC001666,20020002040000000,41,QZP,DT0144D1,986,40,20190430,Y,230,,,,,,,,,5.282,5.204,15,8,0,,0,,,,,,,,,,
L9FC001670,100100170H0000000,42,QZA,IT5424E1,1010,120,20190430,Y,K60,,,,,,,,,47.098,63.332,17,8,46.534,,17.31,,,,,,,,,,
L9FC001670,200300050C0000000,42,QZA,IT5424E1,1010,120,20190430,Y,550,,,,,,,,,0,0,17,8,0,,0,,,,,,,,,,
L9FC001680,200300050D0000000,42,QZA,IR8313E6,935,50,20190430,Y,5L0,,,,,,,,,35.888,35.116,17,8,0,,0,,,,,,,,,,
L9FC001682,200300050C000000D,41,QZA,IR8313E6,1330,140,20190430,Y,550,,,,,,,,,47.031,46.019,17,8,0,,0,,,,,,,,,,
L9FC001720,100100110H0000000,43,QZA,DT0144D1,1295,220,20190430,Y,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9FC001720,200100110H0000000,43,QZA,DT0144D1,1295,220,20190430,Y,160,,,,,,,,,0,31.128,11,7,28.382,,31.98,,,,,,,,,,
L9FC001720,B00100110H0000000,43,QZA,DQ0159D1,1295,220,20190430,Y,160,,,,,,,,,0,63.185,11,7,0,,64.26,,,,,,,,,,
L9FC001723,100100110H0000000,43,QZA,DT0144D1,1296,100,20190430,Y,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9FC001723,200100110H0000000,43,QZA,DT0144D1,1296,100,20190430,Y,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9FC001723,B00100110H0000000,43,QZA,DQ0159D1,1296,100,20190430,Y,160,,,,,,,,,0,46.246,11,7,0,,61.74,,,,,,,,,,
L9FC001724,B00100110H0000000,43,QZA,DQ0159D1,1357,200,20190430,Y,160,,,,,,,,,0,154.346,11,7,0,,155.25,,,,,,,,,,
L9FC001726,B0010011011000030,43,QZA,DT0159D1,1000,120,20190430,Y,180,,,,,,,,,0,67.986,11,6,0,,66.44,,,,,,,,,,
L9FC001726,B0020011011000030,43,QZA,AN6666Z1,1000,120,20190430,Y,180,,,,,,,,,0,0,11,6,0,,0,,,,,,,,,,
L9FC001726,B00300050C0000000,43,QZA,DQ0159D1,1000,120,20190430,Y,550,,,,,,,,,0,19.471,11,6,0,,19.9,,,,,,,,,,
L9FC001727,200100110H0000000,42,QZA,DT0144D1,1250,40,20190430,Y,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9FC001727,20020003040000000,42,QZA,DT0144D1,1250,40,20190430,Y,330,,,,,,,,,6.085,5.996,11,7,26.114,,0,,,,,,,,,,
L9FC001728,100100110H0000000,43,QZA,DT0144D1,1350,40,20190430,Y,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9FC001728,200100110H0000000,43,QZA,DT0144D1,1350,40,20190430,Y,160,,,,,,,,,0,13.352,11,7,0,,28.5,,,,,,,,,,
L9FC001729,100100110H0000000,43,QZA,DT0144D1,1014,80,20190430,Y,160,,,,,,,,,0,20.373,11,6,0,,20.72,,,,,,,,,,
L9FC001729,200100110H0000000,43,QZA,DT0144D1,1014,80,20190430,Y,160,,,,,,,,,0,0,11,6,0,,0,,,,,,,,,,
L9FC001739,100100110H0000000,43,QZA,DT0145D1,1310,60,20190430,Y,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9FC001739,200100110H0000000,43,QZA,DT0145D1,1310,60,20190430,Y,160,,,,,,,,,0,9.02,11,7,0,,27.78,,,,,,,,,,
L9FC001743,20020003040000000,41,QZA,DT0144D1,995,20,20190430,Y,330,,,,,,,,,2.908,2.866,11,6,0,,0,,,,,,,,,,
L9FC001749,100100110H0000000,43,QZA,DT0143D1,1245,80,20190430,Y,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9FC001749,200100110H0000000,43,QZA,DT0143D1,1245,80,20190430,Y,160,,,,,,,,,0,11.785,11,7,0,,25.55,,,,,,,,,,
L9FC001750,100100110H0000000,43,QZA,DT0143D1,1300,80,20190430,Y,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9FC001750,200100110H0000000,43,QZA,DT0143D1,1300,80,20190430,Y,160,,,,,,,,,0,8.805,11,7,0,,21.14,,,,,,,,,,
L9FC001753,100100110H0000000,41,QZA,DU3542D9,1195,30,20190430,Y,160,,,,,,,,,7.179,7.059,11,7,0,,0,,,,,,,,,,
L9FC001760,200300050C0000000,43,QZA,IV4956D1,1120,80,20190430,Y,550,,,,,,,,,0,5.682,11,6,0,,25.8,,,,,,,,,,
L9FC001765,100100170H0000000,43,QZA,IR6253E1,1000,30,20190430,Y,K60,,,,,,,,,0,15.519,11,6,0,,21.59,,,,,,,,,,
L9FC001774,B00300050C0000000,43,QZA,DT0159D1,1380,75,20190430,Y,550,,,,,,,,,0,51.974,17,8,0,,55.88,,,,,,,,,,
L9FC001776,200300050C0000000,43,QZA,GR4250E1,1260,30,20190430,Y,550,,,,,,,,,0,0,17,8,0,,0,,,,,,,,,,
L9FC001776,B00300050C0000000,43,QZA,DR4244E9,1260,30,20190430,Y,550,,,,,,,,,0,9.147,17,8,0,,30.67,,,,,,,,,,
L9FC001777,2002000304000000D,43,QZA,GR4250E1,1150,30,20190430,Y,330,,,,,,,,,0,9.021,17,8,0,,23.65,,,,,,,,,,
L9FC001779,20020003040000000,43,QZA,DT0144D1,1125,30,20190430,Y,330,,,,,,,,,0,11.705,17,8,0,,25.94,,,,,,,,,,
L9FC001782,20020011020000000,41,QZA,DT0147D1,1260,60,20190430,Y,110,,,,,,,,,16.233,15.994,17,8,0,,0,,,,,,,,,,
L9FC001784,100100110H0000000,41,QZA,DT0144D1,1190,35,20190430,Y,160,,,,,,,,,1.982,1.949,11,7,0,,0,,,,,,,,,,
L9FC001789,200300050C0000000,41,QZA,DT0144D1,1385,30,20190430,Y,550,,,,,,,,,2.889,2.827,11,7,0,,0,,,,,,,,,,
L9FC001790,200100110H0000000,42,QZA,DT0144D1,1250,63,20190430,Y,160,,,,,,,,,0,26.253,11,7,0,,26.7,,,,,,,,,,
L9FC001790,20020003040000000,42,QZA,DT0144D1,1250,63,20190430,Y,330,,,,,,,,,11.485,11.316,11,7,26.114,,0,,,,,,,,,,
L9FC001791,100100110H0000000,41,QZA,DT0144D1,1060,25,20190430,Y,160,,,,,,,,,1.719,1.691,11,6,0,,0,,,,,,,,,,
L9FC001793,100100110H0000000,43,QZA,DT0144D1,1000,25,20190430,Y,160,,,,,,,,,0,5.54,11,6,0,,36.4,,,,,,,,,,
L9FC001795,200300050C0000000,41,QZA,DT0143D1,1460,30,20190430,Y,550,,,,,,,,,3.653,3.575,11,7,0,,0,,,,,,,,,,
L9FC001814,100100110H0000000,43,QZA,DT0144D1,1090,60,20190430,Y,160,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001814,B00100110H0000000,43,QZA,DT0159D1,1090,60,20190430,Y,160,,,,,,,,,0,5.846,13,8,0,,22.18,,,,,,,,,,
L9FC001819,200200050C0000000,41,QZA,DT0147D1,1155,40,20190430,Y,550,,,,,,,,,5.767,5.682,13,8,0,,0,,,,,,,,,,
L9FC001829,B0010003040000000,43,QZA,DQ0159D1,1000,50,20190430,Y,330,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001829,B0020003040000000,43,QZA,DQ0159D1,1000,50,20190430,Y,330,,,,,,,,,0,12.68,13,8,0,,18.9,,,,,,,,,,
L9FC001829,B0030003040000000,43,QZA,DQ0159D1,1000,50,20190430,Y,330,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001830,20020003040000000,43,QZA,DT0144D1,907,200,20190430,Y,330,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001830,B0030003040000000,43,QZA,DQ0159D1,907,200,20190430,Y,330,,,,,,,,,0,67.376,13,8,0,,81.55,,,,,,,,,,
L9FC001832,20020003040000000,43,QZA,DT0144D1,933,500,20190430,Y,330,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001832,B0010003040000000,43,QZA,DQ0159D1,933,500,20190430,Y,330,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001832,B0030003040000000,43,QZA,DQ0159D1,933,500,20190430,Y,330,,,,,,,,,0,54.69,13,8,0,,181.25,,,,,,,,,,
L9FC001834,B0010011020000000,41,QZA,DT0159D1,1000,30,20190430,Y,110,,,,,,,,,8.54,8.398,15,8,0,,0,,,,,,,,,,
L9FC001834,B0010011020000030,41,QZA,DT0159D1,1000,30,20190430,Y,110,,,,,,,,,0,0,15,8,0,,0,,,,,,,,,,
L9FC001836,100100110H0000000,41,QZA,DT0144D1,1100,60,20190430,Y,160,,,,,,,,,0,0,15,9,0,,0,,,,,,,,,,
L9FC001836,200100110H0000000,41,QZA,DT0144D1,1100,60,20190430,Y,160,,,,,,,,,5.517,5.425,15,9,0,,0,,,,,,,,,,
L9FC001846,200300050C000000D,41,QZA,IU4820D1,1135,22,20190430,Y,550,,,,,,,,,4.617,4.518,13,8,0,,0,,,,,,,,,,
L9FC001855,100100110H0000000,41,QZA,DT0145D1,1280,30,20190430,Y,160,,,,,,,,,3.003,2.953,15,10,0,,0,,,,,,,,,,
L9FC001862,100100110H0000000,43,QZP,AT3482D1,1260,200,20190430,Y,160,,,,,,,,,0,94.085,13,8,0,,95.475,,,,,,,,,,
L9FC001864,100100110H0000000,42,QZA,DT0145D1,1382,90,20190430,Y,160,,,,,,,,,9.767,9.604,15,10,0,,0,,,,,,,,,,
L9FC001869,200300050C0000000,41,QZA,DT0145D1,910,80,20190430,Y,550,,,,,,,,,4.793,4.69,15,8,0,,0,,,,,,,,,,
L9FC001883,200300050C0000000,41,QZA,DT0144D1,1510,30,20190430,Y,550,,,,,,,,,31.678,30.997,13,8,0,,0,,,,,,,,,,
L9FC001886,100100110H0000000,41,QZA,DT0144D1,1265,30,20190430,Y,160,,,,,,,,,3.539,3.48,13,8,0,,0,,,,,,,,,,
L9FC001886,200300050C0000000,41,QZA,DT0144D1,1265,30,20190430,Y,550,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9FC001887,100100110H0000000,41,QZA,DT0144D1,1200,25,20190430,Y,160,,,,,,,,,4.098,4.03,13,8,0,,0,,,,,,,,,,
L9FC001890,100100110H0000000,43,QZA,DT0144D1,1090,30,20190430,Y,160,,,,,,,,,0,9.198,13,8,0,,23.71,,,,,,,,,,
