ORDER_NO,BACKLOG,ORDER_STATUS,ORDER_TYPE_CODE,NOM_ST_NO,ORDER_WIDTH,ORDER_WT,INNER_DELIVY_DATE,DELIVY_WEEK_FLAG,MAT_GROUP,SLAB_MAX_NOM_WIDTH,SLAB_MIN_NOM_WIDTH,SLAB_MAX_NOM_LEN,SLAB_MIN_NOM_LEN,SLAB_MAX_NOM_WT,SLAB_MIN_NOM_WT,NOM_ROLL_THICK,NOM_ROLL_WIDTH,UNPR_WEIGHT_1,UNPR_WEIGHT_4,UNIT_WT_MAX,UNIT_WT_MIN,MATERIAL_WEIGHT_1,MATERIAL_WEIGHT_3,MATERIAL_WEIGHT_4,ST_NO_1,ST_NO_2,ST_NO_3,ST_NO_4,ST_NO_5,ST_NO_6,ST_NO_7,ST_NO_8,ST_NO_9,ST_NO_10
L9EC014437,100100050C0000000,41,QZA,AT5441E1,1545,260,20191130,C,550,,,,,,,,,242.876,238.817,15,8,139.548,,0,,,,,,,,,,
L9EC014437,200300050C0000000,41,QZA,AT5441E1,1545,260,20191130,C,550,,,,,,,,,0,0,15,8,0,,0,,,,,,,,,,
L9EC014555,10010005011000030,41,QZA,JU6310E6,1520,250,20191130,C,580,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9EC014555,20010005011000030,41,QZA,JU6310E6,1520,250,20191130,C,580,,,,,,,,,26.121,57.679,13,8,0,,32.33,,,,,,,,,,
L9EC014723,100100050C0000000,42,QZA,AT5441E1,1313,70,20191130,C,550,,,,,,,,,58.635,57.655,15,10,60.826,,0,,,,,,,,,,
L9EC014734,200300050C000000D,41,QZA,IR8312E6,1178,65,20191130,C,550,,,,,,,,,5.921,5.794,15,10,0,,0,,,,,,,,,,
L9EC014778,200300050C000000D,41,QZA,IR8313E6,1030,100,20191130,C,550,,,,,,,,,79.867,78.148,13,8,0,,0,,,,,,,,,,
L9EC014789,100100050C0000000,42,QZA,AT5441E1,1228,22,20191130,C,550,,,,,,,,,9.497,9.339,15,10,28.458,,0,,,,,,,,,,
L9ER000120,20020003000000080,41,QZA,AP0941D1,929,40,20190228,C,300,1211,971,11,8,22.333,17.178,3.509,971,0,0,13,8,0,,0, , , , , , , , , , 
L9ER000123,20020003000000080,41,QZA,AP0941D1,1217,65,20190228,C,300,1450,1260,11,8,26.64,21.473,3.509,1260,0,0,15,10,0,,0, , , , , , , , , , 
L9ER000124,20020003000000080,41,QZA,AP0941D1,1130,50,20190228,C,300,1423,1173,11,8,26.64,21.473,3.509,1173,0,0,15,10,0,,0, , , , , , , , , , 
L9ER000125,20020003000000080,41,QZA,AP0941D1,1120,50,20190228,C,300,1412,1162,11,8,26.64,21.473,4.009,1162,0,0,15,10,0,,0, , , , , , , , , , 
L9ER000130,20020003000000000,41,QZA,AP1550E5,1200,40,20190228,C,300,1450,1219,11,8,26.64,21.011,3.52,1219,0,0,15,10,0,,0,AP1261E1, , , , , , , , , 
L9ER000131,10010011000000000,41,QZA,DT0159D1,1250,40,20190228,C,100,1547,1277,12,8,26.786,20.049,5.72,1277,0,0,13,8,0,,0,DQ0159D1, , , , , , , , , 
L9ER000207,10011017000000090,41,QSA,JS7113A6,1100,120,20190331,C,K00,,,,,,,,,0,0,19,15,0,,0,,,,,,,,,,
L9ER000207,10011027000000090,41,QSA,JS7113A6,1100,120,20190331,C,L00,,,,,,,,,131.505,129.307,19,15,0,,0,,,,,,,,,,
L9ER000253,20020003000000000,41,QZA,DP0142D1,1280,2330,20190331,Y,300,,,,,,,,,2447.723,2411.55,20,15,0,,0,,,,,,,,,,
L9ER000267,20020003000000080,41,QZA,AP0941D1,929,25,20190430,C,300,,,,,,,,,3.109,3.064,13,8,0,,0,,,,,,,,,,
L9ER000309,10010011000000000,41,QZA,DP0161D1,1250,70,20190430,Y,100,,,,,,,,,0,0,15,10,0,,0,,,,,,,,,,
L9ER000309,20010011000000000,41,QZA,DP0161D1,1250,70,20190430,Y,100,,,,,,,,,0,51.212,15,10,0,,53.97,,,,,,,,,,
L9ER000681,10011017000000090,41,QSA,JS7113A6,1085,100,20190831,C,K00,1137,1087,12,8,25.001,17.066,2.325,1087,7.243,7.122,15,7,0,,0, , , , , , , , , , 
L9ER000843,20020005000000000,43,QZA,DP0161D1,1255,200,20191031,Y,500,,,,,,,,,0,21.67,15,10,0,,23.75,,,,,,,,,,
L9ER000873,20020005000000000,41,QZA,DP0161D1,1250,100,20191031,Y,500,,,,,,,,,9.936,9.79,15,10,0,,0,,,,,,,,,,
L9F0000149,20020002030100000,42,QSA,AP2450E5,800,200,20190228,C,220,1081,900,11,8,19.803,13,2.61,861,0,0,5,3,0,,0, , , , , , , , , , 
L9F0000153,100100110H0000000,41,QZA,IV5937E1,1435,30,20190228,C,160,1606,1456,12,8,33.488,22.859,4.53,1456,0,0,13,8,0,,0, , , , , , , , , , 
L9F0000170,100100110H0000000,41,QZA,IV5937E1,1250,28,20190228,C,160,1539,1269,12,8,29.187,19.923,2.325,1269,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000171,100100110H0000000,41,QZA,IV5937E1,1250,28,20190228,C,160,1539,1269,12,8,29.187,19.923,2.825,1269,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000172,100100110H0000000,41,QZA,IV5937E1,1250,28,20190228,C,160,1540,1270,12,8,29.21,19.939,3.525,1270,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000172,100100110H0000030,41,QZA,IV5937E1,1250,28,20190228,C,160,1538,1268,12,8,29.164,19.908,3.525,1268,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000173,100100110H0000000,41,QZA,IV5937E1,1250,28,20190228,C,160,1539,1269,12,8,29.187,19.923,4.525,1269,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000178,200300050C0000000,42,QZA,AP1261E1,1256,200,20190228,C,550,1555,1275,11,8,29.325,18.416,2.63,1275,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000179,200300050C0000000,42,QZA,AP1261E1,1440,30,20190228,C,550,1750,1461,11,8,33.603,21.103,2.32,1461,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000181,200300050C0000000,43,QZA,AP1261E1,1407,100,20190228,C,550,1728,1428,11,8,32.844,20.626,2.32,1428,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000182,200300050C0000000,43,QZA,AP1261E1,1330,100,20190228,C,550,1630,1350,11,8,31.05,19.499,2.63,1350,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000195,200300050C0000000,42,QZA,AP0941D1,1264,28,20190228,C,550,1593,1313,11,8,30.199,21.12,4.029,1313,0,0,15,10,0,,0, , , , , , , , , , 
L9F0000196,200300050C0000000,43,QZA,AP0941D1,1300,25,20190228,C,550,1629,1349,11,8,31.027,21.12,4.029,1349,0,0,15,10,0,,0, , , , , , , , , , 
L9F0000197,200300050C0000000,41,QZA,AP0941D1,1071,25,20190228,C,550,1400,1120,11,8,25.76,16.896,2.829,1120,0,0,15,8,0,,0, , , , , , , , , , 
L9F0000198,200300050C0000000,41,QZA,AP0941D1,1204,25,20190228,C,550,1533,1253,11,8,28.819,21.12,2.829,1253,0,0,15,10,0,,0, , , , , , , , , , 
L9F0000199,200300050C0000000,42,QZA,AP0941D1,1250,80,20190228,C,550,1579,1299,11,8,29.877,21.12,4.529,1299,0,0,15,10,0,,0, , , , , , , , , , 
L9F0000202,200300050C0000000,42,QZA,AP0941D1,1250,126,20190228,C,550,1580,1300,11,8,29.9,21.12,4.529,1300,0,0,15,10,0,,0, , , , , , , , , , 
L9F0000212,200300050C00000A0,43,QZA,AP1261E1,1263,200,20190228,C,550,1560,1280,11,8,29.44,18.488,2.83,1280,0,0,11,7,0,,0, , , , , , , , , , 
L9F0000222,100100110H0000000,41,QZA,AP0540D1,1250,30,20190228,C,160,1540,1270,12,8,29.21,19.939,3.52,1270,0,0,13,8,0,,0, , , , , , , , , , 
L9F0000222,100300110H0000000,41,QZA,AN1122Z2,1250,30,20190228,C,160,1470,1270,11,8,29.21,19.939,3.53,1270,0,0,13,8,0,,0,AP1550E5,AP1261E1,AN1950E1, , , , , , , 
L9F0000224,10010011040000000,41,QZA,DT0170D1,1250,25,20190228,C,130,1542,1272,12,8,26.951,19.97,3.52,1272,0,0,13,8,0,,0, , , , , , , , , , 
L9F0000225,200300050C0000000,42,QZA,GR4150E1,1028,40,20190228,C,550,1327,1047,11,8,24.081,15.123,5.73,1047,0,0,20,10,0,,0,IR4150E1, , , , , , , , , 
L9F0000226,200300050C0000000,42,QZA,GR4150E1,1072,23,20190228,C,550,1371,1091,11,8,25.093,15.758,4.53,1091,0,0,20,10,0,,0,IR4150E1, , , , , , , , , 
L9F0000236,100100110H0000000,41,QZA,AN1122Z2,1263,60,20190228,C,160,1552,1282,12,8,29.486,20.127,4.02,1282,0,0,13,8,0,,0,AP1550E5,AP1261E1,AN1950E1, , , , , , , 
L9F0000237,200300050C0000000,42,QZA,AP1055E5,1480,30,20190228,C,550,1750,1501,11,8,34.523,21.68,2.63,1501,0,0,13,8,0,,0,AP1052E5,AQ0640E1,AP0941D1, , , , , , , 
L9F0000248,100100050C0000020,41,QZA,DT0170D1,1100,150,20190228,C,550,1387,1117,12,8,25.691,17.537,5.72,1117,0,0,5,3,0,,0, , , , , , , , , , 
L9F0000369,200300050C0000000,41,QZA,IV5937E1,1000,100,20190331,C,550,,,,,,,,,10.674,10.445,15,9,0,,0,,,,,,,,,,
L9F0000437,200300050C00000A0,41,QZA,AP1261E1,1460,30,20190430,C,550,,,,,,,,,4.136,4.047,11,7,0,,0,,,,,,,,,,
L9F0000465,10010011011000030,41,QZA,AP1550E5,1250,30,20190430,C,180,,,,,,,,,2.858,2.811,13,8,0,,0,,,,,,,,,,
L9F0000478,100100050C0000000,43,QZA,DT0170D1,1295,30,20190430,C,550,,,,,,,,,0,4.417,11,7,0,,30.09,,,,,,,,,,
L9F0000478,200300050C0000000,43,QZA,DT0170D1,1295,30,20190430,C,550,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9F0000485,10010011011000030,41,QZA,AN1540E5,1204,25,20190430,C,180,,,,,,,,,2.955,2.906,15,10,0,,0,,,,,,,,,,
L9F0000489,100200050C0000000,41,QZA,AP0941D1,1071,50,20190430,C,550,,,,,,,,,0,0,15,10,0,,0,,,,,,,,,,
L9F0000489,200300050C0000000,41,QZA,AP0941D1,1071,50,20190430,C,550,,,,,,,,,5.748,5.625,15,10,0,,0,,,,,,,,,,
L9F0000491,200300050C0000000,41,QZA,AP0941D1,1250,30,20190430,C,550,,,,,,,,,3.592,3.515,15,10,0,,0,,,,,,,,,,
L9F0000492,10010011011000030,41,QZA,AP1550E5,1250,25,20190430,C,180,,,,,,,,,1.513,1.488,15,10,0,,0,,,,,,,,,,
L9F0000504,10010011011000030,43,QZA,AP1056E1,1250,100,20190430,C,180,,,,,,,,,0,8.047,11,7,0,,22.36,,,,,,,,,,
L9F0000508,10010011011000030,41,QZA,AP1056E1,1680,60,20190430,C,180,,,,,,,,,3.917,3.852,13,8,0,,0,,,,,,,,,,
L9F0000508,B0010011011000030,41,QZA,AN1122Z3,1680,60,20190430,C,180,,,,,,,,,0,0,13,8,0,,0,,,,,,,,,,
L9F0000510,10010011011000030,43,QZA,AP1056E1,1250,100,20190430,C,180,,,,,,,,,0,76.853,11,7,0,,79.48,,,,,,,,,,
L9F0000527,10010011020000000,43,QZA,AP0540D1,1250,100,20190430,C,110,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9F0000527,B0010011020000000,43,QZA,DT0159D1,1250,100,20190430,C,110,,,,,,,,,0,76.608,11,7,0,,96.21,,,,,,,,,,
L9F0000538,10010011011000030,43,QZA,AP1056E1,1250,60,20190430,C,180,,,,,,,,,0,8.279,11,7,0,,23.4,,,,,,,,,,
L9F0000541,100100110H00000A0,43,QZA,AP1261E1,1360,70,20190430,C,160,,,,,,,,,0,0,11,7,0,,0,,,,,,,,,,
L9F0000541,100300110H00000A0,43,QZA,AP1261E1,1360,70,20190430,C,160,,,,,,,,,0,15.939,11,7,0,,25.3,,,,,,,,,,
L9F0000542,100100110H00000A0,41,QZA,AP1261E1,1260,30,20190430,C,160,,,,,,,,,3.906,3.841,11,7,0,,0,,,,,,,,,,
L9F0001038,100100110H00000A0,41,QZA,AP1261E1,1140,250,20190930,C,160,1428,1158,12,8,26.634,18.181,2.32,1158,36.259,35.653,11,7,0,,0, , , , , , , , , , 
L9F0001039,100100110H00000A0,41,QZA,AP1261E1,1263,200,20190930,C,160,1551,1281,12,8,29.463,20.112,2.32,1281,24.99,24.573,11,7,0,,0, , , , , , , , , , 
L9F0001050,10010011040000000,41,QZA,AP0540D1,1114,100,20190930,C,130,1401,1131,12,8,26.013,17.757,4.02,1131,0,0,13,8,0,,0, , , , , , , , , , 
L9F0001050,20010011040000000,41,QZA,AP0540D1,1114,100,20190930,C,130,1401,1131,11,8,26.013,16.88,4.02,1131,5.777,5.681,13,8,0,,0, , , , , , , , , , 
L9F0001058,100100110H0000000,41,QZA,DP0161D1,1345,120,20190930,C,160,1637,1367,12,8,31.441,21.462,3.019,1367,8.982,8.832,11,7,0,,0,DP0162D1, , , , , , , , , 
L9F0001058,200100110H0000000,41,QZA,DP0161D1,1345,120,20190930,C,160,1637,1367,11,8,31.441,19.745,3.019,1367,0,0,11,7,0,,0,DP0162D1, , , , , , , , , 
L9F0001159,10010011040000000,41,QZA,DT0170D1,1200,25,20190930,C,130,1492,1222,12,8,26.951,19.185,3.52,1222,5.768,5.672,11,7,0,,0, , , , , , , , , , 
L9F0001258,200300050C0000000,41,QZA,AP0941D1,1071,40,20191031,Y,550,,,,,,,,,4.106,4.018,15,10,0,,0,,,,,,,,,,
L9F0001259,200300050C0000000,41,QZA,AP0941D1,1264,90,20191031,Y,550,,,,,,,4.029,1313,0,0,15,10,0,,0,,,,,,,,,,
L9F0001259,200300110C0000000,41,QZA,AP0941D1,1264,90,20191031,Y,150,,,,,,,3.029,1313,45.099,44.129,15,10,0,,0,,,,,,,,,,
L9F0001282,200300050C00000A0,41,QZA,AP1261E1,1256,150,20191031,Y,550,,,,,,,,,28.508,27.895,11,7,0,,0,,,,,,,,,,
L9F0001285,200300050C00000A0,43,QZA,AP1261E1,1385,100,20191031,Y,550,,,,,,,,,0,29.699,11,7,0,,32.684,,,,,,,,,,
L9F0001328,200360050D0000000,41,QZA,IV8290E1,1000,60,20191031,C,5L0,,,,,,,,,5.302,5.188,16,10,0,,0,,,,,,,,,,
L9F0001358,200300050C0000000,41,QZA,DT0143D1,1040,200,20191130,C,550,,,,,,,,,94.51,134.942,15,10,0,,43.4,,,,,,,,,,
L9FC000092,20036C170D0000000,43,QZA,JX9210A6,1199,40,20190228,C,KL0,1367,1217,9,8,22.213,17.578,2.833,1217,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000094,20036C170D0000000,41,QZA,JX9210A6,1131,40,20190228,C,KL0,1299,1149,11,8,25.799,17.199,2.533,1149,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000514,100100110116000D0,41,QZA,AP1056E1,838,120,20190228,C,180,1846,1696,12,8,39.008,26.627,3.22,1696,0,0,11,7,0,,0,AN0543D5,AP0961E1,DP0748D1, , , , , , , 
L9FC000518,100100170H0000000,41,QZA,AT5441E1,1075,20,20190228,C,K60,1364,1094,12,8,25.162,17.176,3.525,1094,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000518,200300170H0000000,41,QZA,AT5441E1,1075,20,20190228,C,K60,1374,1094,11,8,25.162,16.962,3.52,1094,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000528,200360170D0000000,43,QZA,IV9310A6,1128,30,20190228,C,KL0,1296,1146,11,8,25.739,17.199,2.533,1146,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000548,200300170H0000000,41,QZA,IR8313E6,1330,100,20190228,C,K60,1500,1350,11,8,29.791,19.499,3.52,1350,0,0,17,8,0,,0, , , , , , , , , , 
L9FC000550,200300110H0000000,41,QZA,IR5220E1,945,50,20190228,C,160,1244,964,11,8,22.172,13.924,3.52,964,0,0,17,8,0,,0, , , , , , , , , , 
L9FC000552,10010017011000030,41,QZA,JU6310E6,1106,25,20190228,C,K80,1316,1116,12,8,25.668,17.521,3.525,1116,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000552,20010011011000030,41,QZA,JU6310E6,1106,25,20190228,C,180,1314,1114,11,8,25.622,17.098,3.525,1114,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000563,20036C170D0000000,41,QZA,JX9210A6,1121,40,20190228,C,KL0,1289,1139,11,8,25.6,17.199,2.533,1139,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000569,10010011040000000,43,QZA,DT0144D1,1046,20,20190228,C,130,1334,1064,12,8,24.472,16.88,4.519,1064,0,0,13,8,0,,0,DT0145D1, , , , , , , , , 
L9FC000570,20036C170D0000000,41,QZA,JX9210A6,1200,200,20190228,C,KL0,1368,1218,9,8,22.229,17.593,3.033,1218,12.999,12.72,13,8,0,,0, , , , , , , , , , 
L9FC000571,20036C170D0000000,41,QZA,JX9210A6,1199,40,20190228,C,KL0,1367,1217,9,8,22.213,17.578,2.833,1217,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000572,20036C170D0000000,41,QZA,JX9210A6,999,20,20190228,C,KL0,1166,1016,11,8,23.157,17.199,2.533,1016,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000573,20036C170D0000000,41,QZA,JX9210A6,1004,40,20190228,C,KL0,1172,1022,11,8,23.277,17.199,2.533,1022,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000574,20036C170D0000000,41,QZA,JX9210A6,1131,60,20190228,C,KL0,1299,1149,11,8,25.799,17.199,2.533,1149,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000577,2002000304000000D,42,QZA,AT3482D1,970,26,20190228,C,330,1217,987,11,8,22.701,18.072,3.52,987,,,13,8,,,, , , , , , , , , , 
L9FC000578,100100110H0000000,41,QZA,IV4955D1,980,26,20190228,C,160,1258,1038,12,8,23.874,16.88,5.725,1038,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000583,10010011040000000,41,QZA,DP0161D1,1014,180,20190228,C,130,1300,1030,12,8,23.69,16.171,4.52,1030,,,11,6,,,,DP0162D1, , , , , , , , , 
L9FC000583,B0010011040000000,41,QZA,DQ0159D1,1014,180,20190228,C,130,1301,1031,10.8,8,23.713,14.892,4.52,1031,,,11,6,,,, , , , , , , , , , 
L9FC000584,100100110H0000000,41,QZA,DT0144D1,1360,30,20190228,C,160,1653,1383,12,8,31.809,21.713,5.72,1383,0,0,11,7,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000584,B00100110H0000000,41,QZA,DT0159D1,1360,30,20190228,C,160,1653,1383,10.8,8,31.809,19.976,5.72,1383,0,0,11,7,0,,0, , , , , , , , , , 
L9FC000588,20020003040000000,42,QZA,DT0144D1,1070,20,20190228,C,330,1338,1088,11,8,25.024,15.715,4.02,1088,0,0,11,6,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000590,B0010011040000000,41,QZA,DQ0159D1,1270,30,20190228,C,130,1559,1289,10.8,8,26.951,18.618,5.02,1289,0,0,11,7,0,,0,DQ0137D1,DQ0130D1,DQ0139D1, , , , , , , 
L9FC000592,100100110H0000000,41,QZA,DT0144D1,1420,50,20190228,C,160,1594,1444,12,8,33.212,22.671,5.52,1444,0,0,11,7,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000592,B0010011020000000,41,QZA,DT0159D1,1420,50,20190228,C,110,1591,1441,10.8,8,31.024,20.814,5.52,1441,,,11,7,,,, , , , , , , , , , 
L9FC000602,100100110H0000000,41,QZA,DT0145D1,1310,220,20190228,C,160,1604,1334,12,8,30.682,20.944,4.02,1334,0,0,11,7,0,,0,DT0143D1, , , , , , , , , 
L9FC000602,100100110H0000007,41,QZA,DT0145D1,1310,220,20190228,C,160,1600,1330,12,8,24.5,20.881,4.02,1330,0,0,11,7,0,,0,DT0143D1, , , , , , , , , 
L9FC000602,20020003040000000,41,QZA,DT0145D1,1310,220,20190228,C,330,1450,1331,11,8,26.64,19.225,4.03,1331,0,0,11,7,0,,0,DT0143D1, , , , , , , , , 
L9FC000603,20030005040000000,41,QZA,DT0145D1,900,20,20190228,C,530,1198,918,11,8,21.114,14.842,4.52,918,0,0,11,7,0,,0,DT0143D1, , , , , , , , , 
L9FC000604,10010011040000000,43,QZA,DT0145D1,1000,40,20190228,C,130,1289,1019,12,8,23.437,15.998,4.52,1019,0,0,11,6,0,,0,DT0143D1, , , , , , , , , 
L9FC000605,100100110H0000000,43,QZA,DT0145D1,1410,50,20190228,C,160,1584,1434,12,8,32.982,22.514,4.02,1434,0,0,11,7,0,,0,DT0143D1, , , , , , , , , 
L9FC000606,100100110H0000000,41,QZA,DT0145D1,1415,30,20190228,C,160,1589,1439,12,8,33.097,22.592,5.72,1439,0,0,11,7,0,,0,DT0143D1, , , , , , , , , 
L9FC000606,100300110H0000000,41,QZA,DT0145D1,1415,30,20190228,C,160,1639,1439,11,8,33.097,22.592,5.73,1439,0,0,11,7,0,,0,DT0143D1, , , , , , , , , 
L9FC000611,100100110H0000040,41,QZA,DU3542D1,1360,500,20190228,C,160,1647,1377,12,8,31.671,21.619,3.52,1377,0,0,11,7,0,,0,DU3542D2, , , , , , , , , 
L9FC000612,100100110H0000000,41,QZA,DU3542D9,1525,30,20190228,C,160,1694,1544,12,8,35.087,24.241,3.52,1544,0,0,11,7,0,,0,DU3542D1,DU3542D2, , , , , , , , 
L9FC000613,100100110H0000000,41,QZA,DU3542D9,1430,30,20190228,C,160,1601,1451,12,8,33.373,22.781,5.72,1451,0,0,11,7,0,,0,DU3542D1,DU3542D2, , , , , , , , 
L9FC000614,200300050C0000000,42,QZA,IV4956D1,1030,20,20190228,C,550,1330,1050,11,8,24.15,15.166,4.52,1050,0,0,11,6,0,,0, , , , , , , , , , 
L9FC000619,100100110H0000000,41,QZA,GR4250E1,1440,30,20190228,C,160,1611,1461,12,8,33.603,22.938,4.53,1461,0,0,11,7,0,,0, , , , , , , , , , 
L9FC000620,B00300050C0000000,41,QZA,AP2450E5,1080,30,20190228,C,550,1379,1099,10.8,8,25.277,15.874,5.03,1099,0,0,11,6,0,,0, , , , , , , , , , 
L9FC000632,100100050C0000000,42,QZA,IR6253E1,1060,90,20190228,C,550,1297,1077,12,8,24.771,16.909,3.525,1077,0,0,13,8,0,,0,JR6210E6, , , , , , , , , 
L9FC000632,100100050C0000007,42,QZA,IR6253E1,1060,90,20190228,C,550,1293,1073,12,8,24.5,17.654,3.525,1073,,,13,8,,,,JR6210E6, , , , , , , , , 
L9FC000633,100100110116000D0,41,QZA,AP1056E1,838,100,20190228,C,180,1846,1696,12,8,39.008,26.627,3.22,1696,0,0,11,7,0,,0,AN0543D5,AP0961E1,DP0748D1, , , , , , , 
L9FC000636,100100170H0000000,42,QZA,IR6253E1,977,110,20190228,C,K60,1137,997,12,8,22.931,16.88,3.525,997,0,0,15,8,0,,0,JR6210E6, , , , , , , , , 
L9FC000637,100100050C000000D,42,QZA,IR6253E1,850,100,20190228,C,550,1006,900,12,8,19.918,14.13,4.025,866,0,0,15,7,0,,0,JR6210E6, , , , , , , , , 
L9FC000639,200360170D0000000,43,QZA,IV9310A6,1128,20,20190228,C,KL0,1296,1146,11,8,25.739,17.199,2.533,1146,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000674,200300050D0000000,41,QZA,IR8313E6,873,20,20190228,C,5L0,1041,900,11,8,20.493,14.639,4.02,891,0,0,13,7,0,,0, , , , , , , , , , 
L9FC000675,200300050C0000000,41,QZA,AT5441E1,1128,20,20190228,C,550,1427,1147,11,8,26.381,16.896,4.02,1147,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000679,B00360050D0000000,43,QZA,IV9222A6,900,50,20190228,C,5L0,1068,918,10.8,8,20.825,17.199,2.533,918,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000680,B00360050D0000000,43,QZA,IV9222A6,900,50,20190228,C,5L0,1068,918,10.8,8,20.825,17.199,2.833,918,0,0,13,8,0,,0, , , , , , , , , , 
L9FC000681,100100170H0000000,42,QZA,IR6253E1,1430,100,20190228,C,K60,1601,1451,12,8,33.373,22.781,4.03,1451,0,0,15,10,0,,0,JR6210E6, , , , , , , , , 
L9FC000681,B00100170H0000000,42,QZA,IR6251E1,1430,100,20190228,C,K60,1601,1451,10.8,8,31.219,21.099,4.03,1451,0,0,15,10,0,,0, , , , , , , , , , 
L9FC000683,20020003040000000,41,QZA,DT0144D1,1023,25,20190228,C,330,1281,1041,11,8,23.943,17.212,3.519,1041,0,0,15,8,0,,0,DT0145D1, , , , , , , , , 
L9FC000684,B0020003040000000,41,QZP,DQ0159D1,1150,60,20190228,C,330,1425,1175,10.8,8,26.64,21.515,3.52,1175,,,15,10,,,, , , , , , , , , , 
L9FC000685,B0020003040000000,41,QZP,DQ0159D1,1100,30,20190228,C,330,1374,1124,10.8,8,25.852,21.515,4.02,1124,,,15,10,,,, , , , , , , , , , 
L9FC000686,B0020003040000000,41,QZP,DQ0159D1,1100,30,20190228,C,330,1373,1123,10.8,8,25.829,21.515,4.52,1123,,,15,10,,,, , , , , , , , , , 
L9FC000687,100100170H0000000,42,QZA,IR6253E1,1440,50,20190228,C,K60,1611,1461,12,8,33.603,22.938,4.03,1461,0,0,16,10,0,,0,JR6210E6, , , , , , , , , 
L9FC000688,100100170H0000000,42,QZA,IR6253E1,1124,30,20190228,C,K60,1364,1144,12,8,26.312,21.099,3.525,1144,0,0,16,10,0,,0,JR6210E6, , , , , , , , , 
L9FC000689,100100110H0000000,42,QZA,IR6253E1,920,60,20190228,C,160,1078,938,12,8,21.574,16.88,4.025,938,0,0,15,8,0,,0,JR6210E6, , , , , , , , , 
L9FC000692,20020003040000000,41,QZP,DT0144D1,1002,80,20190228,C,330,1262,1022,11,8,23.506,17.212,3.02,1022,0,0,13,8,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000693,20020003040000000,41,QZP,DT0144D1,1002,30,20190228,C,330,1260,1020,11,8,23.46,17.212,3.52,1020,0,0,13,8,0,,0,DT0140D1,DT0141D1,DT0145D1, , , , , , , 
L9FC000697,B0020003040000000,41,QZP,DQ0159D1,1100,20,20190228,C,330,1374,1124,10.8,8,25.852,21.515,3.52,1124,0,0,15,10,0,,0, , , , , , , , , , 
L9FC000700,B00100110H0000000,41,QZP,DQ0159D1,1249,160,20190228,C,160,1553,1283,10.8,8,29.509,21.099,5.72,1283,,,15,10,,,, , , , , , , , , , 
L9FC000704,B00100110H0000000,41,QZP,DQ0159D1,1250,80,20190228,C,160,1555,1285,10.8,8,29.555,21.099,5.72,1285,0,0,15,10,0,,0, , , , , , , , , , 
L9FC000708,B00100110H0000000,41,QZP,DQ0159D1,1280,30,20190228,C,160,1584,1314,10.8,8,30.222,21.099,5.72,1314,0,0,15,10,0,,0, , , , , , , , , , 
L9FC000713,100100050C0000000,43,QZP,DP0161D1,1250,450,20190228,C,550,1545,1275,12,8,29.325,21.017,5.02,1275,0,0,17,10,0,,0,DP0162D1, , , , , , , , , 
L9FC000714,B00300050C0000000,41,QZP,DQ0159D1,1250,50,20190228,C,550,1558,1278,10.8,8,29.394,21.12,5.53,1278,,,17,10,,,, , , , , , , , , , 
L9FC000716,B00100110H0000000,41,QZP,DQ0159D1,1250,300,20190228,C,160,1552,1282,10.8,8,29.486,21.099,4.52,1282,,,17,10,,,, , , , , , , , , , 
L9FC000763,100100110H0000000,41,QZP,AT3482D1,1260,100,20190228,C,160,1549,1279,12,8,29.417,20.08,3.025,1279,0,0,13,8,0,,0, , , , , , , , , , 
